Location Names,Paso Mazangano,Paso Mazangano
2022-09-05 19:30:00,2.86,74.63
2022-09-05 20:00:00,2.86,74.63
2022-09-05 20:30:00,2.86,74.63
2022-09-05 21:00:00,2.86,74.63
2022-09-05 21:30:00,2.86,74.63
2022-09-05 22:00:00,2.87,75.09
2022-09-05 22:30:00,2.87,75.09
2022-09-05 23:00:00,2.87,75.09
2022-09-05 23:30:00,2.87,75.09
2022-09-06 00:00:00,2.88,75.55
2022-09-06 00:30:00,2.88,75.55
2022-09-06 01:00:00,2.88,75.55
2022-09-06 01:30:00,2.89,76.01
2022-09-06 02:00:00,2.89,76.01
2022-09-06 02:30:00,2.89,76.01
2022-09-06 03:00:00,2.9,76.48
2022-09-06 03:30:00,2.9,76.48
2022-09-06 04:00:00,2.9,76.48
2022-09-06 04:30:00,2.91,76.94
2022-09-06 05:00:00,2.91,76.94
2022-09-06 05:30:00,2.91,76.94
2022-09-06 06:00:00,2.92,77.41
2022-09-06 06:30:00,2.92,77.41
2022-09-06 07:00:00,2.92,77.41
2022-09-06 07:30:00,2.93,77.87
2022-09-06 08:00:00,2.93,77.87
2022-09-06 08:30:00,2.93,77.87
2022-09-06 09:00:00,2.93,77.87
2022-09-06 09:30:00,2.94,78.34
2022-09-06 10:00:00,2.94,78.34
2022-09-06 10:30:00,2.95,78.81
2022-09-06 11:00:00,2.95,78.81
2022-09-06 11:30:00,2.95,78.81
2022-09-06 12:00:00,2.95,78.81
2022-09-06 12:30:00,2.96,79.28
2022-09-06 13:00:00,2.97,79.75
2022-09-06 13:30:00,2.97,79.75
2022-09-06 14:00:00,2.98,80.22
2022-09-06 14:30:00,2.98,80.22
2022-09-06 15:00:00,2.98,80.22
2022-09-06 15:30:00,2.99,80.69
2022-09-06 16:00:00,2.99,80.69
2022-09-06 16:30:00,3.0,81.17
2022-09-06 17:00:00,3.0,81.17
2022-09-06 17:30:00,3.01,81.64
2022-09-06 18:00:00,3.01,81.64
2022-09-06 18:30:00,3.02,82.12
2022-09-06 19:00:00,3.02,82.12
2022-09-06 19:30:00,3.02,82.12
2022-09-06 20:00:00,3.03,82.6
2022-09-06 20:30:00,3.02,82.12
2022-09-06 21:00:00,3.04,83.08
2022-09-06 21:30:00,3.04,83.08
2022-09-06 22:00:00,3.04,83.08
2022-09-06 22:30:00,3.04,83.08
2022-09-06 23:00:00,3.05,83.56
2022-09-06 23:30:00,3.06,84.04
2022-09-07 00:00:00,3.06,84.04
