Lookout			
Dag	P[mm/d]	T[C]	Q[mm/d]
19530811	0	20.3	0.66632144
19530812	0	20.25	0.66632144
19530813	0	20.8	0.627126061
19530814	0	18.4	0.627126061
19530815	0	15.4	0.627126061
19530816	0	16.55	0.627126061
19530817	0	16.6	0.627126061
19530818	0	16.85	0.587930682
19530819	0	18.6	0.587930682
19530820	0	15.95	0.587930682
19530821	0	15.5	0.587930682
19530822	0	15.3	0.587930682
19530823	0	14.75	0.587930682
19530824	7.36092	11.75	0.627126061
19530825	5.44068	10.15	0.66632144
19530826	45.12564	13.25	1.724596668
19530827	5.44068	15.35	0.940689092
19530828	3.2004	14.35	0.862298334
19530829	20.48256	13.85	1.097470607
19530830	0	12.25	0.783907576
19530831	0	11.9	0.705516819
19530901	0	17.3	0.66632144
19530902	0	18.1	0.66632144
19530903	0	17.95	0.627126061
19530904	0	18.75	0.587930682
19530905	0	19.25	0.587930682
19530906	0	21	0.587930682
19530907	0	19.85	0.587930682
19530908	0	18.55	0.587930682
19530909	0	16.6	0.548735303
19530910	0	19.75	0.548735303
19530911	0	17.35	0.548735303
19530912	0	17.55	0.509539925
19530913	0	16.65	0.509539925
19530914	0	18.4	0.509539925
19530915	0	17.35	0.509539925
19530916	0	13.1	0.509539925
19530917	0	11.45	0.509539925
19530918	0	16.15	0.509539925
19530919	0	15.3	0.509539925
19530920	0	16.9	0.509539925
19530921	0	12.4	0.470344546
19530922	0	14	0.470344546
19530923	0	14.65	0.509539925
19530924	0	13.3	0.470344546
19530925	0	11.45	0.470344546
19530926	0	11.45	0.470344546
19530927	0	13.05	0.470344546
19530928	11.2014	11.2	0.627126061
19530929	0	9.55	0.509539925
19530930	0	10.05	0.627126061
19531001	0	7.05	1.136665986
19531002	0	8.75	0.862298334
19531003	0	8.922222222	0.66632144
19531004	0	11	0.587930682
19531005	0	12.05	0.548735303
19531006	0	12.75	0.548735303
19531007	0	13	0.509539925
19531008	0	10.8	0.509539925
19531009	0	11.5	0.509539925
19531010	0	14.75555556	0.862298334
19531011	0	11.8	0.705516819
19531012	0	8.85	0.587930682
19531013	0	10.75	0.548735303
19531014	0	11.75	0.548735303
19531015	0	10.7	0.548735303
19531016	0	8.5	0.509539925
19531017	0	9	0.587930682
19531018	0	10.58888889	2.077355078
19531019	55.68696	8.2	1.371838259
19531020	3.84048	9.366666667	1.019079849
19531021	0	8.088888889	0.862298334
19531022	0	6.7	0.783907576
19531023	0	8.088888889	0.705516819
19531024	0	8.366666667	0.66632144
19531025	0	5.866666667	0.627126061
19531026	0	8.366666667	0.627126061
19531027	0	10.31111111	0.587930682
19531028	0	11.7	0.587930682
19531029	0	12.53333333	0.587930682
19531030	0	8.644444444	0.548735303
19531031	0	9.755555556	0.548735303
19531101	13.76172	11.14444444	0.587930682
19531102	0	6.2	0.587930682
19531103	0	6	0.548735303
19531104	0	6.505555556	0.548735303
19531105	0	8.088888889	0.587930682
19531106	38.4048	8.644444444	2.430113487
19531107	0	6.7	1.881378183
19531108	0	9.2	1.254252122
19531109	0	9.2	1.097470607
19531110	0	7.533333333	1.019079849
19531111	12.8016	7.5	0.940689092
19531112	0	7.85	0.940689092
19531113	0	8.7	0.823102955
19531114	0	9	0.823102955
19531115	0	9.5	0.862298334
19531116	48.64608	6.35	2.31252735
19531117	18.56232	1.6	2.626090381
19531118	0.96012	2.4	2.077355078
19531119	17.28216	5.866666667	2.508504245
19531120	0.96012	4.75	2.704481139
19531121	0	7.8	7.564708112
19531122	174.74184	6.977777778	72.11949703
19531123	72.009	8.1	52.52180762
19531124	14.4018	9.477777778	25.9081454
19531125	0.32004	9.6	15.67815153
19531126	0	9.477777778	10.66114304
19531127	18.56232	7.85	9.838040084
19531128	0.64008	4.55	7.64309887
19531129	0	6.7	6.271260611
19531130	13.12164	4	6.271260611
19531201	15.04188	4.45	6.584823642
19531202	0	5	8.544592583
19531203	72.64908	7.811111111	13.71838259
19531204	24.32304	3.561111111	14.58068092
19531205	0	2.255555556	12.46413047
19531206	0	4.477777778	19.83286168
19531207	100.8126	1.35	13.40481956
19531208	59.52744	1.422222222	12.69930274
19531209	24.32304	6.422222222	29.90607404
19531210	28.8036	6.422222222	26.6528576
19531211	0	1.1	16.54044986
19531212	13.76172	5.311111111	17.63792047
19531213	0	1.75	15.3645885
19531214	0	1.7	12.73849812
19531215	0	5.311111111	11.13148759
19531216	0	5.588888889	10.19079849
19531217	0	3.088888889	9.838040084
19531218	14.08176	5.5	10.89631531
19531219	83.2104	9.9	43.50687049
19531220	45.44568	4.75	42.72296291
19531221	10.24128	5.866666667	25.47699623
19531222	0	3.55	16.54044986
19531223	0	-0.4	11.52344137
19531224	0	1.15	8.897350992
19531225	0	-0.6	7.133558945
19531226	0	-0.65	6.349651369
19531227	13.76172	1.1	5.800916065
19531228	5.12064	3.15	5.173790004
19531229	0	3.922222222	4.66425008
19531230	0	1.75	4.272296291
19531231	0	2.533333333	3.99792864
19540101	0	4.2	3.99792864
19540102	0	1.4	3.841147124
19540103	0	2.2	3.919537882
19540104	64.96812	3.25	11.91539516
19540105	0	7.533333333	12.73849812
19540106	0	7.033333333	9.602867811
19540107	0	4.755555556	8.427006446
19540108	0	4.755555556	7.760685007
19540109	0	5.311111111	6.97677743
19540110	0	5.033333333	6.349651369
19540111	0	1.422222222	5.604939171
19540112	0	-0.8	4.97781311
19540113	28.48356	0.866666667	4.507468564
19540114	30.72384	2.15	5.252180762
19540115	45.44568	0.35	6.075283717
19540116	0	0.866666667	8.583787962
19540117	0	-0.2	8.427006446
19540118	93.45168	0.85	6.584823642
19540119	0	0.85	5.408962277
19540120	0	-5	4.585859322
19540121	7.36092	-2.25	4.350687049
19540122	0	5.033333333	11.8370044
19540123	0	3.922222222	13.01286577
19540124	0	1.977777778	9.250109402
19540125	121.6152	-4.5	7.368731218
19540126	31.04388	-3.75	6.467237505
19540127	82.25028	1.144444444	10.93551069
19540128	28.48356	3.644444444	27.82871896
19540129	17.28216	2.95	23.98757184
19540130	0	5.033333333	19.40171252
19540131	0	6.7	15.3645885
19540201	32.004	2.8	14.11033638
19540202	0	2.55	14.11033638
19540203	0	3.3	14.26711789
19540204	0	2.3	13.95355486
19540205	0	5.977777778	13.28723342
19540206	0	4.755555556	12.62091198
19540207	0	5.033333333	12.46413047
19540208	0	7.811111111	12.18976281
19540209	0	-0.65	11.64102751
19540210	0	3	10.30838463
19540211	16.96212	-0.15	9.602867811
19540212	17.92224	5.422222222	12.18976281
19540213	8.32104	7.255555556	13.40481956
19540214	0	6.7	11.13148759
19540215	0.96012	3.838888889	9.250109402
19540216	0.32004	4.3	7.760685007
19540217	3.84048	7.533333333	7.525512734
19540218	22.72284	1.1	6.859191294
19540219	17.28216	3.25	7.055168188
19540220	0	4.5	14.77665782
19540221	0	5.866666667	20.38159699
19540222	64.008	6.416666667	15.52137001
19540223	0	7.616666667	11.64102751
19540224	0	5.65	9.838040084
19540225	7.68096	6.9	8.662178719
19540226	1.28016	2.65	7.839075764
19540227	0	1.366666667	6.741605157
19540228	0	5.588888889	6.075283717
19540301	0	3.9	5.33057152
19540302	0	4.9	4.821031595
19540303	0	5.25	4.350687049
19540304	0	6.8	3.99792864
19540305	0	5.75	3.684365609
19540306	0	5.311111111	3.566779473
19540307	0	2.811111111	3.488388715
19540308	39.68496	5.35	8.936546371
19540309	25.6032	5	13.95355486
19540310	15.68196	0.35	12.62091198
19540311	2.88036	-0.7	9.367695538
19540312	0	0.25	7.447121976
19540313	0	3.35	6.349651369
19540314	0	5.2	5.526548414
19540315	0.32004	2.25	5.173790004
19540316	12.8016	7.172222222	4.821031595
19540317	0	5.311111111	4.272296291
19540318	0	1.7	3.919537882
19540319	0	6.422222222	3.64517023
19540320	10.56132	3.644444444	3.370802579
19540321	0	5.033333333	3.057239548
19540322	0	5.75	2.822067275
19540323	0	4.45	2.704481139
19540324	0	3.85	2.586895002
19540325	0	3.9	2.430113487
19540326	0	7.255555556	2.31252735
19540327	0	5.866666667	3.762756367
19540328	0	3.366666667	4.429077807
19540329	52.8066	2.8	3.566779473
19540330	0	3.15	2.97884879
19540331	0	-0.6	2.626090381
19540401	0	5.85	2.351722729
19540402	0	4.25	2.31252735
19540403	0	7.6	4.468273186
19540404	0	9.477777778	9.602867811
19540405	89.93124	6.55	13.28723342
19540406	7.68096	4.25	11.36665986
19540407	1.6002	6.7	9.014937129
19540408	15.04188	4	8.662178719
19540409	6.4008	3.75	7.956661901
19540410	0	7.55	6.859191294
19540411	0	11.9	6.075283717
19540412	0	12.35	6.192869854
19540413	30.08376	11.15	11.13148759
19540414	0	9	10.30838463
19540415	0	11.9	8.427006446
19540416	0	13.8	7.839075764
19540417	0	14.28333333	8.427006446
19540418	0	11.97777778	7.839075764
19540419	0	7	6.6632144
19540420	0	10.6	5.604939171
19540421	0	9.65	4.97781311
19540422	0	10.9	4.899422353
19540423	0	8.85	4.742640837
19540424	0	8.15	4.429077807
19540425	0	9.005555556	4.037124019
19540426	0	9.994444444	3.841147124
19540427	9.6012	8.35	4.037124019
19540428	0	5.5	3.64517023
19540429	0	4.1	3.174825684
19540430	1.6002	1.5	2.822067275
19540501	0	7.1	2.469308866
19540502	0	9.3	2.351722729
19540503	0.32004	13.95	2.430113487
19540504	0	8.9	2.626090381
19540505	0	12.35	2.626090381
19540506	0	13.35	2.743676517
19540507	0	15.85	3.370802579
19540508	0	17.05	3.99792864
19540509	0	16.25555556	3.841147124
19540510	0	14.45	3.566779473
19540511	4.48056	9.4	3.488388715
19540512	0	11.05	2.939653412
19540513	0	10.7	2.704481139
19540514	0	14.1	2.743676517
19540515	0	15.1	3.057239548
19540516	0	13.4	3.057239548
19540517	0	17.45	3.096434927
19540518	0	17.35	3.096434927
19540519	0	15.25	2.704481139
19540520	0	9.9	2.31252735
19540521	0.32004	9.45	1.99896432
19540522	0	11	1.724596668
19540523	0	14.5	1.685401289
19540524	0	10.4	1.685401289
19540525	0	7.1	1.724596668
19540526	43.84548	9.755555556	2.822067275
19540527	2.56032	10	2.234136593
19540528	0	9.35	1.99896432
19540529	0	12.53333333	2.038159699
19540530	0	11.25	2.273331972
19540531	44.8056	11.97777778	3.723560988
19540601	0	9.5	3.841147124
19540602	0	13.05	2.97884879
19540603	0.96012	10.55	2.626090381
19540604	18.24228	9.15	2.822067275
19540605	0	8.65	2.822067275
19540606	0	8.4	2.626090381
19540607	0	11.6	2.547699623
19540608	20.48256	14.2	3.292411821
19540609	4.16052	7.05	3.762756367
19540610	0.96012	8.6	3.762756367
19540611	0	10.25	3.566779473
19540612	0	12	4.193905534
19540613	17.6022	9.9	4.272296291
19540614	3.2004	11.75	4.037124019
19540615	38.4048	14.2	7.564708112
19540616	7.36092	8.1	7.055168188
19540617	4.8006	10.5	6.075283717
19540618	0	10.9	4.97781311
19540619	0	10.45	4.272296291
19540620	0	16.7	3.919537882
19540621	0	16.1	3.370802579
19540622	0	15.5	2.861262654
19540623	0	14.5	2.547699623
19540624	0	15.25	2.31252735
19540625	0	15.5	2.077355078
19540626	0	13.05	1.881378183
19540627	14.08176	10.65	1.881378183
19540628	0	15	1.724596668
19540629	0	16.35	1.567815153
19540630	8.001	11.15	1.567815153
19540701	3.84048	11.7	1.489424395
19540702	0	10.72777778	1.371838259
19540703	0	14.75555556	1.254252122
19540704	0	15.86666667	1.215056743
19540705	0	18.92222222	1.136665986
19540706	0	15.25	1.097470607
19540707	0	13.9	1.058275228
19540708	0	14.6	1.019079849
19540709	8.001	13.55	1.175861365
19540710	0	14.85	1.097470607
19540711	0	16.7	1.058275228
19540712	0	16.55	0.979884471
19540713	0	18.35	0.940689092
19540714	0	17.5	0.901493713
19540715	0	17.25	0.862298334
19540716	0	16.75	0.862298334
19540717	0	16.3	0.823102955
19540718	0	16.3	0.823102955
19540719	0	16.15	0.783907576
19540720	0	12.2	0.783907576
19540721	0	13.05	0.783907576
19540722	0	15.35	0.783907576
19540723	0	16.85	0.744712198
19540724	0	15	0.744712198
19540725	0	15.3	0.744712198
19540726	0	15.05	0.705516819
19540727	0	14	0.705516819
19540728	0	13.05	0.705516819
19540729	0	15.3	0.705516819
19540730	0	15.6	0.705516819
19540731	0	16.35	0.66632144
19540801	0	17.48888889	0.66632144
19540802	0	15.25	0.66632144
19540803	0	14.9	0.627126061
19540804	0	12.65	0.627126061
19540805	0	16.11666667	0.627126061
19540806	0	14.8	0.627126061
19540807	0	15.8	0.627126061
19540808	0	13.95	0.627126061
19540809	0	15.75	0.627126061
19540810	0	14.3	0.587930682
19540811	0	14.3	0.587930682
19540812	0	12.4	0.587930682
19540813	0.32004	12.75	0.587930682
19540814	0.32004	14.05	0.627126061
19540815	7.04088	12.5	0.627126061
19540816	0	14.7	0.627126061
19540817	0	13.75	0.587930682
19540818	0	14.25	0.587930682
19540819	8.32104	15.1	0.627126061
19540820	4.16052	16.7	0.66632144
19540821	2.56032	15.95	0.66632144
19540822	0	17.75	0.627126061
19540823	0	10.25	0.587930682
19540824	3.2004	9.15	0.587930682
19540825	3.84048	9.65	0.627126061
19540826	1.92024	13.05	0.627126061
19540827	0.96012	12.85	0.627126061
19540828	0	16.95	0.587930682
19540829	0	16.75	0.548735303
19540830	0	14.35	0.548735303
19540831	6.08076	17.75	0.587930682
19540901	0	15.55	0.548735303
19540902	0.96012	11.55	0.548735303
19540903	0	14.05	0.548735303
19540904	0	8.1	0.548735303
19540905	0	11.97777778	0.548735303
19540906	0	13.64444444	0.509539925
19540907	0	17.25555556	0.509539925
19540908	0	13.64444444	0.509539925
19540909	0	15.31111111	0.509539925
19540910	0	17.25555556	0.548735303
19540911	0	15.5	0.627126061
19540912	0	14	0.979884471
19540913	38.4048	12.81111111	0.66632144
19540914	0	17.25555556	0.823102955
19540915	0	16.14444444	2.234136593
19540916	55.36692	14.5	1.371838259
19540917	0	14.5	1.371838259
19540918	0	14.5	1.097470607
19540919	0	14.5	0.901493713
19540920	23.36292	14.5	0.823102955
19540921	0	14	0.783907576
19540922	1.92024	16.15	0.744712198
19540923	0	9.5	0.705516819
19540924	0	12.65	0.705516819
19540925	0	15.58888889	0.66632144
19540926	0	18.64444444	0.66632144
19540927	0	17.81111111	0.627126061
19540928	0	8	0.627126061
19540929	0	7.8	0.587930682
19540930	0	7.8	0.587930682
19541001	0	8.1	0.587930682
19541002	0	8.85	0.587930682
19541003	0	9	0.548735303
19541004	0	10	0.548735303
19541005	0	10.6	0.548735303
19541006	0	10.25	0.548735303
19541007	0.32004	9.35	0.587930682
19541008	0	11.97777778	0.587930682
19541009	0	10.31111111	0.548735303
19541010	20.8026	11.42222222	0.744712198
19541011	11.2014	12.81111111	1.058275228
19541012	25.92324	11.97777778	1.763792047
19541013	0	3.922222222	1.567815153
19541014	0	9.9	1.097470607
19541015	0	12.53333333	0.901493713
19541016	0	15.03333333	0.862298334
19541017	0	13.36666667	0.901493713
19541018	0	12.25555556	0.783907576
19541019	39.68496	13.36666667	1.371838259
19541020	0	12	1.607010532
19541021	39.04488	10	3.841147124
19541022	0	8	4.899422353
19541023	0	6.5	3.292411821
19541024	0	5.311111111	2.469308866
19541025	0	5.588888889	1.920573562
19541026	0	4.755555556	1.607010532
19541027	0	5.588888889	1.371838259
19541028	0	7.533333333	1.215056743
19541029	0	9	1.058275228
19541030	0	9	1.019079849
19541031	0	9	0.940689092
19541101	0	9.2	0.901493713
19541102	0	9	0.862298334
19541103	0	9	0.823102955
19541104	0	9	0.783907576
19541105	0	10.03333333	0.783907576
19541106	0	12	0.783907576
19541107	0	13.64444444	0.783907576
19541108	4.16052	10.86666667	0.744712198
19541109	1.28016	10.86666667	0.783907576
19541110	0	8.922222222	0.744712198
19541111	0	9.2	0.744712198
19541112	48.64608	11.7	1.058275228
19541113	0	7.255555556	0.901493713
19541114	0	8.5	1.215056743
19541115	0	8.5	1.685401289
19541116	29.12364	9.755555556	3.841147124
19541117	24.96312	10	9.485281675
19541118	0	10.86666667	6.075283717
19541119	0	10	4.742640837
19541120	15.68196	10	3.684365609
19541121	0	10	2.97884879
19541122	0	10	2.469308866
19541123	0	10.03333333	2.116550456
19541124	0	10	1.802987426
19541125	10.88136	10.31111111	1.920573562
19541126	2	8.922222222	1.685401289
19541127	8	9.477777778	1.99896432
19541128	0	3.644444444	1.685401289
19541129	0	4.2	1.567815153
19541130	0	1.422222222	1.411033638
19541201	0	1	1.371838259
19541202	0	1	1.254252122
19541203	0	1	1.215056743
19541204	0	1	1.175861365
19541205	0	1	1.293447501
19541206	53.12664	1	2.97884879
19541207	0	1	2.430113487
19541208	0	1	2.038159699
19541209	6.72084	1	1.881378183
19541210	0	1	1.724596668
19541211	0	-0.6	1.567815153
19541212	0	0.9	2.038159699
19541213	44.8056	2.811111111	3.99792864
19541214	1.92024	1.65	4.193905534
19541215	11.2014	0.85	4.272296291
19541216	0	-0.6	3.566779473
19541217	0	0.45	2.97884879
19541218	0	0.45	2.586895002
19541219	0	0.4	2.31252735
19541220	0	2.75	2.155745835
19541221	0	0.65	2.155745835
19541222	0	3.85	2.31252735
19541223	12.8016	1.4	2.939653412
19541224	0	1.45	3.292411821
19541225	0	1.9	2.939653412
19541226	43.2054	1.4	2.586895002
19541227	0	-5	2.273331972
19541228	11.52144	-0.522222222	2.273331972
19541229	0	0.866666667	3.880342503
19541230	122.25528	2.15	22.49814744
19541231	47.04588	7.533333333	35.1582548
19550101	0	4.755555556	25.47699623
19550102	0	1.1	15.05102547
19550103	45.76572	-1.15	10.07321236
19550104	9.92124	-1.4	7.760685007
19550105	15.36192	-0.65	6.271260611
19550106	0	-1.65	5.056203868
19550107	0	-2.4	4.350687049
19550108	0	-0.85	3.99792864
19550109	10.24128	-1.4	3.64517023
19550110	0	0.1	3.253216442
19550111	0	-0.7	2.861262654
19550112	0	0.6	2.626090381
19550113	0	2.15	2.97884879
19550114	0	-0.7	2.743676517
19550115	0	1.422222222	2.743676517
19550116	0	2.255555556	2.704481139
19550117	59.84748	0.9	2.469308866
19550118	0	1.15	2.31252735
19550119	0	0.4	2.155745835
19550120	11.84148	0.1	2.038159699
19550121	0	0.35	1.99896432
19550122	0	0.9	2.626090381
19550123	0	2	3.057239548
19550124	0	2.75	3.096434927
19550125	0	2.5	3.292411821
19550126	0	0.75	3.292411821
19550127	0	1	3.292411821
19550128	0	0	3.370802579
19550129	0	0.9	3.370802579
19550130	0	4.55	3.841147124
19550131	23.68296	5	5.173790004
19550201	0	2.811111111	6.075283717
19550202	0	1.977777778	5.252180762
19550203	0	2.45	4.585859322
19550204	7.04088	2.255555556	4.115514776
19550205	0	2.533333333	4.037124019
19550206	49.92624	1.1	4.585859322
19550207	1.28016	3.45	10.07321236
19550208	38.08476	7.811111111	18.61780494
19550209	0	1.9	16.38366835
19550210	0	2.55	11.64102751
19550211	0	3.3	9.014937129
19550212	0	5.6	7.368731218
19550213	0	5.6	6.349651369
19550214	0	4.65	5.683329929
19550215	0	4.6	5.173790004
19550216	5.12064	2.15	4.97781311
19550217	3.2004	1.422222222	4.742640837
19550218	0	5.00E-02	4.350687049
19550219	0	1.35	3.99792864
19550220	0	2.6	3.684365609
19550221	0	2.6	3.409997957
19550222	0	3.25	3.253216442
19550223	0	2.65	2.97884879
19550224	16.64208	0.35	3.057239548
19550225	7.04088	1.1	2.861262654
19550226	0	2.15	2.743676517
19550227	0	1.35	2.626090381
19550228	25.6032	1.65	2.861262654
19550301	66.88836	3.811111111	5.879306823
19550302	27.2034	1.7	5.879306823
19550303	4.16052	-0.727777778	4.037124019
19550304	2.88036	-1.15	3.096434927
19550305	0	-1.6	2.704481139
19550306	0	2.85	2.351722729
19550307	0	7.8	2.704481139
19550308	0	6	3.174825684
19550309	0	2.55	3.292411821
19550310	20.8026	6.7	3.841147124
19550311	9.6012	2.15	5.526548414
19550312	0	2	6.075283717
19550313	0	3.088888889	5.408962277
19550314	53.44668	0.85	4.272296291
19550315	0	0.5	3.64517023
19550316	0	1	3.253216442
19550317	0	4.15	2.939653412
19550318	0	0.95	2.861262654
19550319	0	0.7	2.704481139
19550320	0	0.5	2.469308866
19550321	0	1.1	2.351722729
19550322	66.56832	2.533333333	4.821031595
19550323	13.12164	1.7	4.97781311
19550324	0	3.2	8.427006446
19550325	50.56632	5	9.250109402
19550326	0	6.15	8.427006446
19550327	0	6.6	7.956661901
19550328	0	5.75	9.955626221
19550329	0	6.7	13.40481956
19550330	50.88636	2.95	11.64102751
19550331	5.12064	8.75	9.955626221
19550401	15.68196	2.95	9.485281675
19550402	0	4.477777778	8.427006446
19550403	15.04188	0.6	7.368731218
19550404	0	4.85	6.467237505
19550405	0	5.75	5.879306823
19550406	0	9.7	5.683329929
19550407	0	8.85	6.192869854
19550408	0	9.65	7.133558945
19550409	0	2.4	9.838040084
19550410	0	5.6	12.30734895
19550411	64.008	3	11.01390145
19550412	18.24228	4	12.18976281
19550413	21.12264	2.4	13.83596872
19550414	8.001	2.45	10.77872918
19550415	0	2.5	8.662178719
19550416	0	3.922222222	7.760685007
19550417	15.68196	4.8	6.859191294
19550418	3.2004	3.7	6.075283717
19550419	12.16152	2.95	5.604939171
19550420	12.16152	3.25	5.800916065
19550421	0	5.55	7.64309887
19550422	48.006	4.25	10.77872918
19550423	0	4	10.19079849
19550424	12.16152	4.05	8.779764856
19550425	1.6002	4.8	7.64309887
19550426	18.24228	2.7	6.859191294
19550427	9.6012	1.95	6.075283717
19550428	6.08076	4.55	5.879306823
19550429	12.8016	6.9	6.349651369
19550430	2.88036	9.4	6.349651369
19550501	0	7.6	6.467237505
19550502	0	6.55	6.192869854
19550503	0.96012	9.2	5.879306823
19550504	0	11.4	6.075283717
19550505	0	10.9	7.133558945
19550506	0	10.15	8.544592583
