Lookout			
Dag	P[mm/d]	T[C]	Q[mm/d]
19711013	0	9.45	0.744712198
19711014	5.8	5.55	0.705516819
19711015	12.4	3.5	0.940689092
19711016	0	3.55	0.823102955
19711017	0	3.4	0.744712198
19711018	7.1	5.25	0.705516819
19711019	39.1	5.85	2.234136593
19711020	5.8	5.75	2.743676517
19711021	0	4.85	1.959768941
19711022	2.5	6.75	1.64620591
19711023	3	5.85	1.528619774
19711024	0	3.35	1.450229016
19711025	0	4.4	1.293447501
19711026	33.3	4.45	1.959768941
19711027	3.3	1.1	2.155745835
19711028	0.5	-1.65	1.881378183
19711029	0	-1.95	1.64620591
19711030	22.6	0.55	1.685401289
19711031	19.1	1.4	1.802987426
19711101	29.7	3.65	6.97677743
19711102	0.3	2.5	5.056203868
19711103	0	3.05	3.605974852
19711104	8.1	2.8	3.527584094
19711105	0.5	0.25	3.409997957
19711106	0	0.85	2.939653412
19711107	20.6	3.05	3.057239548
19711108	0.5	3.65	3.057239548
19711109	16.8	5.3	2.97884879
19711110	13.2	7.2	5.487353035
19711111	5.3	5.85	5.487353035
19711112	4.8	6.1	5.056203868
19711113	43.7	3.65	5.840111444
19711114	12.2	2.25	7.133558945
19711115	0	2.2	5.840111444
19711116	0	2.2	4.703445459
19711117	0	2.5	3.958733261
19711118	0	3.35	3.527584094
19711119	0	6.1	3.253216442
19711120	0	5.85	3.409997957
19711121	1.3	2.5	3.409997957
19711122	0.5	3.65	3.253216442
19711123	23.4	3.6	3.684365609
19711124	30.5	5	7.447121976
19711125	42.4	2.5	9.171718644
19711126	106.9	3.9	48.21031595
19711127	33.8	4.45	35.51101321
19711128	49.8	4.2	34.33515185
19711129	29.2	4.15	31.74825684
19711130	1.5	2.5	21.75343525
19711201	0	1.65	14.69826706
19711202	8.9	2.25	10.89631531
19711203	30.2	0.85	8.544592583
19711204	55.9	0.85	7.760685007
19711205	78.7	3.6	34.80549639
19711206	8.1	1.7	35.98135776
19711207	0	-0.55	19.40171252
19711208	80	2.25	15.87412842
19711209	34	1.1	34.09997957
19711210	19.3	0.55	20.18562009
19711211	19.6	0.55	13.71838259
19711212	20.6	0.3	10.58275228
19711213	28.2	0.55	7.917466522
19711214	64.3	0.3	8.074248037
19711215	10.4	0.55	6.545628263
19711216	1	0.85	5.369766898
19711217	0	0.85	5.173790004
19711218	0	1.1	5.604939171
19711219	0	0.85	5.252180762
19711220	1	0.8	4.821031595
19711221	11.7	0.55	4.703445459
19711222	11.4	0.3	5.173790004
19711223	3	-0.25	5.173790004
19711224	4.1	0.55	4.507468564
19711225	0	-1.65	4.115514776
19711226	0	-3.1	3.684365609
19711227	0	-3.9	3.409997957
19711228	4.3	-2.5	3.214021063
19711229	14	0	3.057239548
19711230	1.5	1.15	2.861262654
19711231	0.5	1.4	2.743676517
19720101	0.5	0.8	2.626090381
19720102	4.8	-0.25	2.704481139
19720103	2	-3.1	2.586895002
19720104	0	-2.8	2.469308866
19720105	0	0.25	2.390918108
19720106	0	1.35	2.273331972
19720107	14.7	0.8	2.704481139
19720108	26.4	0	2.861262654
19720109	32.8	1.1	3.958733261
19720110	39.9	0.85	4.625054701
19720111	134.1	1.4	16.658036
19720112	18.3	1.4	22.34136593
19720113	0.8	-0.25	11.36665986
19720114	0	-1.1	7.603903491
19720115	0	0	5.604939171
19720116	1.3	0.8	4.821031595
19720117	26.2	1.65	6.075283717
19720118	80.8	1.95	27.75032821
19720119	30.7	3.05	36.92204685
19720120	110.2	3.6	67.41605157
19720121	54.4	2.5	87.40569477
19720122	27.4	1.95	36.4517023
19720123	23.1	1.4	25.1634332
19720124	3.6	0.3	16.61884062
19720125	6.9	-1.1	12.30734895
19720126	0	-4.45	9.485281675
19720127	0	-6.35	7.682294249
19720128	0	-4.45	6.428042127
19720129	0	-4.45	5.604939171
19720130	0	-2.75	5.017008489
19720131	3	0	4.585859322
19720201	0.5	-5.55	4.115514776
19720202	0	-4.15	3.762756367
19720203	0	-1.65	3.527584094
19720204	1.5	1.35	3.409997957
19720205	5.3	2.8	3.409997957
19720206	8.1	3.3	3.762756367
19720207	3	3.35	4.66425008
19720208	0	3.1	4.860226974
19720209	0	3.05	4.860226974
19720210	0	3.05	4.938617731
19720211	6.6	3.1	5.291376141
19720212	35.1	3.9	7.878271143
19720213	24.9	3.35	25.1634332
19720214	25.4	2.8	17.87309274
19720215	21.1	5.85	18.18665577
19720216	54.4	5.85	30.33722321
19720217	24.1	5.8	38.09790821
19720218	0	5.55	25.86895002
19720219	3.8	5.85	17.71631123
19720220	0.8	2.5	14.58068092
19720221	5.1	3.85	11.71941827
19720222	14	2.75	10.42597077
19720223	14.2	2.5	9.014937129
19720224	24.6	1.4	8.152638795
19720225	11.7	1.4	7.407926597
19720226	33.3	1.95	9.132523265
19720227	48.5	6.1	31.51308457
19720228	29.7	6.4	36.21653003
19720229	11.4	1.95	29.63170639
19720301	97.3	0.55	21.36148146
19720302	62.7	1.95	49.7781311
19720303	2.8	2.5	35.74618548
19720304	21.6	2.75	21.55745835
19720305	3.6	6.1	19.40171252
19720306	26.2	4.45	26.10412229
19720307	0	3.85	20.18562009
19720308	0	6.65	14.58068092
19720309	1	6.7	13.3264288
19720310	10.9	7.2	13.48321031
19720311	24.9	8.9	17.08918517
19720312	38.4	9.2	25.39860548
19720313	20.8	7.8	32.21860139
19720314	0	8.3	23.51722729
19720315	0	10.3	17.4027482
19720316	0	9.45	15.99171456
19720317	0	9.45	15.83493304
19720318	11.9	6.65	16.77562214
19720319	0	6.15	13.95355486
19720320	0	5.25	10.77872918
19720321	18	7.8	9.250109402
19720322	20.3	5.55	11.60183213
19720323	2.5	5	11.13148759
19720324	12.4	3.6	9.838040084
19720325	15.7	1.95	8.505397204
19720326	6.6	1.65	7.407926597
19720327	0	1.95	6.506432884
19720328	0	3.35	5.918502202
19720329	0	4.15	5.448157656
19720330	0	5.6	5.173790004
19720331	0	6.15	4.938617731
19720401	5.6	7.5	4.938617731
19720402	0.8	8.05	5.604939171
19720403	2	7.25	5.840111444
19720404	4.3	10.55	6.859191294
19720405	14.5	9.7	8.701374098
19720406	21.1	5.55	10.77872918
19720407	8.6	4.15	9.720453948
19720408	21.6	3.1	8.701374098
19720409	3.3	3.9	7.760685007
19720410	2	4.7	6.937582051
19720411	12.4	6.1	6.584823642
19720412	32.5	1.7	7.094363567
19720413	2.8	3.35	6.584823642
19720414	0.5	5.55	6.31045599
19720415	9.7	6.4	6.31045599
19720416	6.4	2.5	6.741605157
19720417	1.3	2.25	6.232065233
19720418	0	4.45	5.604939171
19720419	0	5.8	5.173790004
19720420	9.1	4.15	4.860226974
19720421	9.7	3.6	5.683329929
19720422	0	6.1	5.369766898
19720423	6.6	7.8	5.291376141
19720424	20.8	5.55	6.584823642
19720425	6.4	5.85	7.094363567
19720426	0	9.45	6.859191294
19720427	11.2	12.8	7.094363567
19720428	12.7	3.35	9.485281675
19720429	2.5	3.05	8.152638795
19720430	0	6.95	7.094363567
19720501	0	10.6	6.428042127
19720502	0	12.8	6.31045599
19720503	0	13.9	6.937582051
19720504	0	14.75	7.956661901
19720505	0	14.7	8.818960235
19720506	0	15	9.132523265
19720507	12.7	6.65	8.505397204
19720508	0	9.15	7.486317355
19720509	0	11.1	6.428042127
19720510	0	11.65	5.99689296
19720511	0	14.2	5.99689296
19720512	0	17.25	6.937582051
19720513	0	18.6	8.701374098
19720514	0	18.05	9.720453948
19720515	5.1	11.4	8.818960235
19720516	18	10.8	8.074248037
19720517	11.9	8.1	9.720453948
19720518	10.2	9.15	8.074248037
19720519	0.5	12.5	6.859191294
19720520	21.3	12.8	7.760685007
19720521	13.2	8.9	10.07321236
19720522	3.3	10.85	9.720453948
19720523	0	8.6	8.505397204
19720524	0	10.8	7.211949703
19720525	0	13.05	6.506432884
19720526	0	18.1	6.428042127
19720527	0	21.1	6.937582051
19720528	0	22.8	7.682294249
19720529	0	20.55	7.878271143
19720530	0	18.6	6.937582051
19720531	0	16.65	6.31045599
19720601	0	16.95	5.683329929
19720602	1.3	18.35	5.369766898
19720603	0.5	16.95	5.369766898
19720604	0	18.05	4.821031595
19720605	0	20.85	4.742640837
19720606	0	20.55	4.742640837
19720607	0.8	20.55	4.468273186
19720608	3	16.4	4.233100913
19720609	9.1	12.5	3.880342503
19720610	6.4	9.15	3.841147124
19720611	1.3	12.75	3.292411821
19720612	0	15	2.939653412
19720613	0	16.95	2.743676517
19720614	0	17.8	2.66528576
19720615	0	13.05	2.586895002
19720616	0	12.25	2.390918108
19720617	0	15.85	2.273331972
19720618	0	17.25	2.155745835
19720619	0	18.65	2.077355078
19720620	0	18.3	1.99896432
19720621	0	17.5	1.920573562
19720622	0	16.4	1.842182805
19720623	0	12.75	1.802987426
19720624	1.8	11.1	1.763792047
19720625	0	13.6	1.724596668
19720626	0	14.45	1.607010532
19720627	0	19.75	1.528619774
19720628	0	21.65	1.489424395
19720629	0	21.35	1.489424395
19720630	0	21.4	1.411033638
19720701	0	20.85	1.371838259
19720702	0	21.65	1.33264288
19720703	0	24.45	1.215056743
19720704	0	25.3	1.215056743
19720705	0	23.6	1.175861365
19720706	0	19.45	1.136665986
19720707	0	18.9	1.136665986
19720708	0	12.2	1.097470607
19720709	0	16.35	1.058275228
19720710	0	16.4	1.019079849
19720711	0	21.65	1.019079849
19720712	0	22.2	0.979884471
19720713	0	23.35	0.979884471
19720714	0	22.75	0.940689092
19720715	0	24.2	0.901493713
19720716	0	25.55	0.901493713
19720717	0	25.85	0.862298334
19720718	0	21.95	0.862298334
19720719	0	19.75	0.823102955
19720720	0	17.5	0.783907576
19720721	0	18.05	0.783907576
19720722	0	20.85	0.783907576
19720723	0	20.55	0.783907576
19720724	0	20.6	0.744712198
19720725	0	17.2	0.744712198
19720726	0	17.8	0.744712198
19720727	0	18.85	0.744712198
19720728	0	20.25	0.705516819
19720729	0	20.85	0.705516819
19720730	0	23.05	0.705516819
19720731	0	20.55	0.66632144
19720801	0	20.85	0.66632144
19720802	0	18.35	0.66632144
19720803	0	23.05	0.66632144
19720804	0	23.9	0.627126061
19720805	0	25	0.627126061
19720806	0	26.95	0.627126061
19720807	0	27.75	0.587930682
19720808	0	25	0.587930682
19720809	0	25	0.587930682
19720810	0	22.75	0.587930682
19720811	0	20.3	0.548735303
19720812	0	17.75	0.548735303
19720813	0	16.7	0.548735303
19720814	0	16.65	0.548735303
19720815	3.8	13.05	0.548735303
19720816	21.6	15.3	0.66632144
19720817	1.8	14.15	0.901493713
19720818	0	14.7	0.66632144
19720819	0	18.05	0.587930682
19720820	0	16.95	0.587930682
19720821	0	18.6	0.548735303
19720822	0	17.5	0.548735303
19720823	0	17.75	0.548735303
19720824	0	18.9	0.548735303
19720825	0	20.3	0.509539925
19720826	0	21.4	0.509539925
19720827	0	23.3	0.509539925
19720828	0	23.6	0.509539925
19720829	0	21.7	0.509539925
19720830	0	19.2	0.509539925
19720831	0	19.2	0.509539925
19720901	0	21.35	0.470344546
19720902	0	20.85	0.470344546
19720903	0	20	0.470344546
19720904	0	18.85	0.470344546
19720905	0.8	15.3	0.470344546
19720906	0	13.9	0.470344546
19720907	0	15.3	0.470344546
19720908	0	14.2	0.470344546
19720909	1.8	10.3	0.509539925
19720910	5.1	11.1	0.509539925
19720911	0	11.1	0.470344546
19720912	0	12.8	0.470344546
19720913	0	14.4	0.470344546
19720914	0	16.95	0.470344546
19720915	0	16.65	0.470344546
19720916	0	15.3	0.431149167
19720917	0	16.1	0.431149167
19720918	4.6	11.95	0.470344546
19720919	23.4	7.8	0.862298334
19720920	2.3	10.85	0.705516819
19720921	19.8	10.55	1.019079849
19720922	12.4	8.9	0.862298334
19720923	19.6	7.25	1.175861365
19720924	20.1	6.65	1.842182805
19720925	0	6.95	1.136665986
19720926	0	6.1	0.823102955
19720927	0	4.7	0.705516819
19720928	0	7.5	0.627126061
19720929	0	9.45	0.587930682
19720930	0	10.8	0.548735303
19721001	0	11.4	0.509539925
19721002	0	11.95	0.509539925
19721003	0	12.5	0.509539925
19721004	0	11.95	0.509539925
19721005	0	8.6	0.470344546
19721006	0	10.3	0.470344546
19721007	0	11.1	0.470344546
19721008	0	11.1	0.470344546
19721009	1	10	0.470344546
19721010	14.7	7.8	0.548735303
19721011	0.8	6.95	0.744712198
19721012	0	10.55	0.548735303
19721013	11.4	9.45	0.705516819
19721014	1	8.6	0.627126061
19721015	0	7.5	0.548735303
19721016	0	9.15	0.509539925
19721017	0	8.6	0.509539925
19721018	0	9.35	0.509539925
19721019	0	9.1	0.470344546
19721020	0	6.7	0.470344546
19721021	1.5	7.4	0.470344546
19721022	0	7.65	0.470344546
19721023	0	6.25	0.470344546
19721024	0	6.5	0.431149167
19721025	1.8	6.7	0.431149167
19721026	3.3	5.3	0.470344546
19721027	7.4	4.7	0.470344546
19721028	28.4	1.65	0.66632144
19721029	0	0.8	0.66632144
19721030	0	0.55	0.627126061
19721031	0	3.35	0.587930682
19721101	29	5.8	1.293447501
19721102	1.5	8.1	2.508504245
19721103	22.9	8.1	2.31252735
19721104	22.4	7.5	3.292411821
19721105	5.8	5.25	3.292411821
19721106	3.6	5	2.508504245
19721107	9.9	6.65	1.99896432
19721108	2	4.7	2.155745835
19721109	17.8	6.1	2.077355078
19721110	1	5.25	2.861262654
19721111	0	4.15	2.390918108
19721112	0	4.15	1.920573562
19721113	1.8	5.8	1.724596668
19721114	1.8	5.3	1.489424395
19721115	0	4.45	1.33264288
19721116	0	5.8	1.215056743
19721117	13	5.8	1.136665986
19721118	2	5	1.215056743
19721119	0.3	5.3	1.215056743
19721120	0	3.1	1.136665986
19721121	4.1	3.35	1.097470607
19721122	0.5	3.6	1.058275228
19721123	0	4.15	1.019079849
19721124	1	4.45	0.979884471
19721125	15.5	7.5	1.175861365
19721126	8.1	5.85	2.155745835
19721127	0	2.2	1.881378183
19721128	5.8	4.45	1.763792047
19721129	0	5.8	1.64620591
19721130	0	2.75	1.489424395
19721201	0	2.5	1.411033638
19721202	18.8	2.75	1.685401289
19721203	3	-0.55	1.881378183
19721204	0	-6.65	1.607010532
19721205	16.3	-6.35	1.528619774
19721206	3	-7.2	1.489424395
19721207	1.3	-13.05	1.33264288
19721208	0	-14.75	1.254252122
19721209	0	-11.15	1.254252122
19721210	0	-11.95	1.175861365
19721211	2.5	-9.45	1.175861365
19721212	20.1	-2.2	1.097470607
19721213	0	-3.05	1.019079849
19721214	0.3	-5.55	0.940689092
19721215	0.5	-2.25	0.940689092
19721216	48	0.55	1.254252122
19721217	48.8	1.1	10.19079849
19721218	14	3.6	13.63999183
19721219	39.9	5	18.5002188
19721220	37.1	6.95	19.20573562
19721221	25.1	8.35	24.49711176
19721222	36.8	6.1	25.1634332
19721223	35.3	5.55	22.53734282
19721224	24.4	2.75	20.57757388
19721225	0	2.8	15.20780698
19721226	8.9	3.05	11.01390145
19721227	31	3.35	12.07217668
19721228	7.4	1.4	11.13148759
19721229	0	0.55	8.505397204
19721230	9.7	1.4	6.937582051
19721231	0	1.1	5.840111444
19730101	5.6	1.1	5.017008489
19730102	11.9	1.1	4.821031595
19730103	14	-1.1	4.233100913
19730104	0	-4.45	3.723560988
19730105	7.6	-1.9	3.409997957
19730106	2	-3.6	3.096434927
19730107	0	-6.65	2.782871896
19730108	1	-6.65	2.586895002
19730109	1	-3.65	2.430113487
19730110	18	-1.4	2.390918108
19730111	9.4	1.1	3.096434927
19730112	52.1	2.5	10.42597077
19730113	27.9	5	26.57446684
19730114	0	4.45	18.81378183
19730115	12.4	4.2	12.85608425
19730116	24.4	4.45	13.95355486
19730117	7.6	3.35	11.8370044
19730118	15	2.8	9.485281675
19730119	6.9	0	7.564708112
19730120	11.4	-0.55	6.428042127
19730121	0	0.25	5.526548414
19730122	0	-0.25	4.860226974
19730123	0	0	4.389882428
19730124	15	1.4	4.389882428
19730125	2.5	0.25	4.389882428
19730126	0	-3.05	3.880342503
19730127	0	-0.55	3.605974852
19730128	0	1.65	3.292411821
19730129	10.4	0.55	3.174825684
19730130	17	1.4	3.409997957
19730131	2.8	1.1	3.488388715
19730201	0	0.85	3.292411821
19730202	0	3.05	3.135630306
19730203	1.5	3.35	3.018044169
19730204	14.7	4.45	3.292411821
19730205	6.1	5.8	3.64517023
19730206	0	2.8	3.841147124
19730207	0	3.05	3.527584094
19730208	0	3.9	3.253216442
19730209	3	5.25	3.096434927
19730210	17.8	3.9	3.370802579
19730211	0.5	2.5	3.370802579
19730212	5.8	2.5	3.253216442
19730213	0	3.05	3.018044169
19730214	2	4.45	2.939653412
19730215	1.3	5.3	2.782871896
19730216	2	6.95	2.66528576
19730217	9.1	5	2.861262654
19730218	0	2.75	2.782871896
19730219	0	2.8	2.626090381
19730220	0	5	2.508504245
19730221	0	6.1	2.390918108
19730222	0	4.7	2.351722729
19730223	0	5	2.234136593
19730224	1.8	7.5	2.234136593
19730225	7.4	8.35	2.469308866
19730226	7.4	6.95	2.66528576
19730227	4.6	7.5	2.861262654
19730228	12.4	6.95	3.135630306
19730301	24.4	4.45	4.625054701
19730302	4.8	4.45	4.468273186
19730303	6.4	3.9	4.115514776
19730304	5.1	5	3.841147124
19730305	1.8	5.3	3.605974852
19730306	5.1	6.65	3.449193336
19730307	0	6.65	3.253216442
19730308	0	6.95	3.096434927
19730309	3.3	6.95	3.018044169
19730310	33.5	3.9	5.99689296
19730311	0.8	3.65	5.64413455
19730312	10.4	2.8	4.938617731
19730313	9.4	2.8	4.546663943
19730314	0	2.8	4.154710155
19730315	0	4.15	3.841147124
19730316	11.4	3.35	3.801951746
19730317	5.1	1.35	3.605974852
19730318	7.6	2.8	3.566779473
19730319	11.9	2.2	3.762756367
19730320	2.8	2.75	3.64517023
19730321	1.5	4.2	3.605974852
19730322	1.8	3.6	3.488388715
19730323	0	4.45	3.292411821
19730324	0	6.1	3.135630306
19730325	0	7.2	3.096434927
19730326	0	3.35	3.018044169
19730327	5.8	3.65	2.900458033
19730328	2.3	3.6	2.822067275
19730329	3	4.15	2.66528576
19730330	21.1	5.55	2.900458033
19730331	5.1	4.7	3.174825684
19730401	2.3	4.45	3.096434927
19730402	0.5	6.1	2.939653412
19730403	1	6.65	2.861262654
19730404	0	8.9	2.822067275
19730405	0	9.7	3.018044169
19730406	0	8.6	3.096434927
19730407	0	9.15	2.97884879
19730408	0	10	2.900458033
19730409	0	11.9	2.900458033
19730410	0	12.2	2.900458033
19730411	0	12.25	3.018044169
19730412	10.4	9.45	3.214021063
19730413	0.8	9.15	3.723560988
19730414	0	10.55	3.253216442
19730415	0	11.15	2.97884879
19730416	31.8	7.2	4.193905534
19730417	18	4.45	5.408962277
19730418	31.5	2.25	4.97781311
19730419	5.1	4.7	4.97781311
19730420	0.5	6.95	4.781836216
19730421	0	8.9	4.507468564
19730422	0	11.1	4.742640837
19730423	0.3	9.15	4.781836216
19730424	0	9.7	4.546663943
19730425	0	12.2	4.429077807
19730426	0	14.4	4.585859322
19730427	0	9.45	4.389882428
19730428	0	7.8	3.919537882
19730429	0	6.9	3.527584094
19730430	0	10	3.253216442
19730501	0	12.2	3.057239548
19730502	0	11.65	2.939653412
19730503	3.3	10.3	2.861262654
19730504	0.8	7.2	2.900458033
19730505	0	13.05	2.66528576
19730506	0	12.25	2.547699623
19730507	1.3	9.7	2.469308866
19730508	14	9.7	2.939653412
19730509	2	8.9	2.782871896
19730510	1.8	11.1	2.547699623
19730511	0	15	2.390918108
19730512	0	18.35	2.351722729
19730513	0	21.95	2.430113487
19730514	0	20	2.469308866
19730515	0	20.85	2.351722729
19730516	0	21.1	2.155745835
19730517	0	21.65	1.99896432
19730518	0	19.7	1.802987426
19730519	0	16.1	1.685401289
19730520	0	11.95	1.528619774
19730521	0	14.15	1.450229016
19730522	0	14.45	1.371838259
19730523	13	13.6	1.371838259
19730524	22.9	8.9	2.31252735
19730525	0.3	8.05	2.273331972
19730526	0	11.35	1.842182805
19730527	0	10.85	1.607010532
19730528	0	16.9	1.489424395
19730529	0	21.4	1.411033638
19730530	0	17.5	1.33264288
19730531	0	14.75	1.254252122
19730601	0	12.75	1.215056743
19730602	0	14.75	1.175861365
19730603	0	16.9	1.136665986
19730604	0	18.6	1.058275228
19730605	0	21.1	1.019079849
19730606	0	21.1	0.979884471
19730607	0	20.3	0.979884471
19730608	0	18.6	0.901493713
19730609	0	14.45	0.901493713
19730610	0	15.55	0.901493713
19730611	0	17.5	0.901493713
19730612	2.5	12.25	0.901493713
19730613	0	13.3	0.901493713
19730614	4.1	10	0.862298334
19730615	6.4	11.4	0.979884471
19730616	24.4	8.6	1.33264288
19730617	25.7	7.5	2.390918108
19730618	0	13.6	2.116550456
19730619	0	16.95	1.842182805
19730620	0	21.1	1.567815153
19730621	0	21.4	1.450229016
19730622	0	18.35	1.33264288
19730623	0	15.55	1.254252122
19730624	0.5	18.65	1.215056743
19730625	20.8	17.2	1.411033638
19730626	1.3	22.75	2.116550456
19730627	0	22.5	1.685401289
19730628	0	19.45	1.489424395
19730629	0	15.55	1.371838259
19730630	0	14.15	1.293447501
19730701	0	16.35	1.215056743
19730702	0	18.9	1.136665986
19730703	0	20	1.097470607
19730704	0	20.3	1.019079849
19730705	0	18.9	1.019079849
19730706	0	17.2	0.979884471
19730707	0	17.5	0.940689092
19730708	0	19.15	0.901493713
19730709	0	20.55	0.901493713
19730710	0	20	0.862298334
19730711	0	18.35	0.823102955
19730712	0	20	0.783907576
19730713	0	21.95	0.783907576
19730714	0	24.45	0.744712198
19730715	0	25	0.744712198
19730716	0	23.65	0.705516819
19730717	0	23.9	0.705516819
19730718	0	23.6	0.66632144
19730719	0.3	19.15	0.66632144
19730720	0	18.6	0.66632144
19730721	0	17.5	0.66632144
19730722	0	16.95	0.66632144
19730723	0	16.95	0.627126061
19730724	0	19.2	0.627126061
19730725	0	21.9	0.587930682
19730726	0	23.9	0.587930682
19730727	0	22.5	0.548735303
19730728	0	25	0.548735303
19730729	0	24.75	0.548735303
19730730	0	23.65	0.509539925
19730731	0	22.5	0.509539925
19730801	0	22.75	0.509539925
19730802	0	21.95	0.509539925
19730803	0	21.4	0.509539925
19730804	0	21.95	0.509539925
19730805	0	22.5	0.509539925
19730806	0	22.5	0.470344546
19730807	0	21.15	0.470344546
19730808	0	22.75	0.470344546
19730809	0	17.75	0.470344546
19730810	0	21.1	0.470344546
19730811	0	21.4	0.431149167
19730812	0	22.5	0.431149167
19730813	0	22.5	0.431149167
19730814	0	23.3	0.431149167
19730815	0	21.15	0.391953788
19730816	0	14.75	0.391953788
19730817	0	17.25	0.391953788
19730818	0	15.3	0.391953788
19730819	0	16.95	0.391953788
19730820	0	17.25	0.391953788
19730821	0	16.95	0.391953788
19730822	0	14.7	0.391953788
19730823	2.8	13.85	0.391953788
19730824	15.5	12.75	0.587930682
19730825	0.5	14.7	0.548735303
19730826	0	15.55	0.470344546
19730827	0	15	0.431149167
19730828	0	15.55	0.431149167
19730829	0	18.05	0.431149167
19730830	0	13.9	0.391953788
19730831	0	11.7	0.391953788
19730901	0	13.05	0.391953788
19730902	0	14.45	0.391953788
19730903	0	16.1	0.391953788
19730904	0	20.25	0.391953788
19730905	0	19.7	0.391953788
19730906	6.6	16.65	0.391953788
19730907	5.1	12.25	0.548735303
19730908	0	14.15	0.470344546
19730909	0	17.5	0.391953788
19730910	0	19.15	0.391953788
19730911	0	18.6	0.391953788
19730912	0	17.8	0.352758409
19730913	0	15.55	0.352758409
19730914	0	14.7	0.352758409
19730915	0	15.55	0.352758409
19730916	0	14.7	0.313563031
19730917	4.3	14.7	0.313563031
19730918	3.8	14.7	0.391953788
19730919	23.6	13.65	0.470344546
19730920	24.6	12.75	0.940689092
19730921	6.9	13.9	0.823102955
19730922	28.4	12.25	0.901493713
19730923	26.2	11.95	1.450229016
19730924	42.9	11.1	2.430113487
19730925	0.5	9.75	2.077355078
19730926	0	10	1.371838259
19730927	0	11.95	1.097470607
19730928	0	13.9	0.940689092
19730929	0	13.9	0.901493713
19730930	0	10	0.862298334
19731001	0	7.75	0.862298334
19731002	0	5.6	0.783907576
19731003	0	6.95	0.783907576
19731004	0	8.3	0.744712198
19731005	0	7.75	0.744712198
19731006	7.1	8.05	0.783907576
19731007	1.8	6.1	0.783907576
19731008	0	6.65	0.744712198
19731009	0	5.3	0.744712198
19731010	0	7.25	0.705516819
19731011	2.8	10.25	0.705516819
19731012	0.3	11.4	0.744712198
19731013	0	10	0.705516819
19731014	0	8.85	0.705516819
19731015	0	8.9	0.66632144
19731016	0	8.85	0.66632144
19731017	0	10.85	0.66632144
19731018	0	10.85	0.66632144
19731019	14.2	9.45	0.66632144
19731020	8.4	11.95	1.019079849
19731021	30	9.15	1.881378183
19731022	3.3	9.15	1.607010532
19731023	11.2	8.05	1.411033638
19731024	17.3	7.5	1.920573562
19731025	0	5.3	1.99896432
19731026	0	6.4	1.685401289
19731027	0	8.6	1.489424395
19731028	17	8.05	1.724596668
19731029	1	6.35	1.763792047
19731030	0.5	7.5	1.567815153
19731031	70.4	8.05	8.270224931
19731101	2.8	3.35	9.367695538
19731102	0	0.85	5.683329929
19731103	13.5	1.4	4.389882428
19731104	42.9	0.85	4.154710155
19731105	64	0.55	4.821031595
19731106	23.4	2.35	5.840111444
19731107	11.7	1.9	5.99689296
19731108	37.1	2.9	13.79677334
19731109	17.5	4.15	20.57757388
19731110	13.5	5.85	22.53734282
19731111	23.9	6.35	22.92929661
19731112	32.3	5.25	26.33929457
19731113	25.7	3.6	19.59768941
19731114	51.6	3.9	17.87309274
19731115	22.1	5.25	19.7936663
19731116	13.2	5.25	18.81378183
19731117	2.8	3.65	14.73746244
19731118	3	1.95	11.01390145
19731119	2.3	1.95	8.505397204
19731120	43.7	1.7	8.505397204
19731121	40.1	1.15	8.387811068
19731122	17.3	1.4	7.407926597
19731123	35.1	1.15	7.015972809
19731124	13.7	1.7	7.211949703
19731125	37.1	1.4	7.486317355
19731126	19.1	1.1	7.015972809
19731127	26.9	1.95	10.07321236
19731128	30	2.5	15.52137001
19731129	17	1.65	16.4620591
19731130	9.1	3.35	15.3645885
19731201	9.9	3.05	13.95355486
19731202	5.6	2.5	11.48424599
19731203	16.8	2.75	10.30838463
19731204	0	1.65	9.132523265
19731205	11.4	2.75	8.152638795
19731206	23.1	3.65	8.270224931
19731207	36.8	4.2	24.69308866
19731208	0	1.9	19.00975873
19731209	0	2.5	13.79677334
19731210	0	2.8	11.36665986
19731211	8.6	4.2	10.66114304
19731212	36.1	2.2	10.5435569
19731213	19.1	1.4	11.13148759
19731214	32.8	0.85	11.71941827
19731215	2.5	3.65	13.95355486
19731216	22.6	4.75	15.05102547
19731217	25.1	5.55	23.1252735
19731218	0	2.8	18.5002188
19731219	11.2	3.35	14.42389941
19731220	38.6	5.25	16.30527759
19731221	8.9	6.4	20.96952767
19731222	41.7	4.15	17.87309274
19731223	8.6	4.15	18.02987426
19731224	38.1	5.55	18.02987426
19731225	0	1.65	19.9896432
19731226	17	1.65	15.52137001
19731227	60.5	4.75	21.16550456
19731228	21.3	3.35	24.69308866
19731229	47.5	3.65	26.57446684
19731230	1.8	2.25	21.55745835
19731231	4.1	-0.8	15.3645885
19740101	0	-4.45	11.8370044
19740102	0	-4.75	9.367695538
19740103	0	-5	7.760685007
19740104	0	-6.1	6.741605157
19740105	0	-8.65	5.918502202
19740106	0	-7.5	5.369766898
19740107	0	-6.4	4.585859322
19740108	0	-5	3.958733261
19740109	0	-5.55	3.723560988
19740110	0	-5.85	3.605974852
19740111	4.8	-4.15	3.605974852
19740112	29.7	1.1	3.762756367
19740113	31.8	4.45	8.387811068
19740114	38.9	5.55	14.89424395
19740115	76.2	7.5	40.37124019
19740116	39.1	5.25	38.80342503
19740117	4.1	2.75	26.80963911
19740118	33.5	6.1	22.14538903
19740119	2.5	3.65	22.34136593
